,,,,,,,,PRE-CP,,,,,,,,POST-CP,,,,,,IMPROVEMENT,,
Group,Method,Backbone,Dataset,NUM_DATA,model_size,WANDB LINK,RESPONSIBLE,knn_f1_mean,knn_f1_std,linear_f1_mean,linear_f1_std,finetune_f1_mean,finetune_f1_std,WANDB LINK,RESPONSIBLE,knn_f1_mean,knn_f1_std,linear_f1_mean,linear_f1_std,finetune_f1_mean,finetune_f1_std,knn_f1_improvement_mean,lp_f1_improvement_mean,ft_f1_improvement
,DIET-CP,DINOv3,Galaxy10,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-galaxy10,haodong,0.3428,0.0348,0.3579,0.0339,0.5525,0.0290,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-galaxy10,Jakob,0.3965,0.0242,0.4678,0.0172,0.5002,0.0077,0.0538,0.1099,-0.0523
,DIET-CP,DINOv3,Galaxy10,500,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-galaxy10,haodong,0.4434,0.0140,0.5107,0.0102,0.6738,0.0163,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-galaxy10,Jakob,0.4707,0.0133,0.5753,0.0079,0.6394,0.0071,0.0274,0.0646,-0.0344
,DIET-CP,DINOv3,Galaxy10,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-galaxy10,haodong,0.4652,0.0125,0.5612,0.0107,0.7145,0.0129,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-galaxy10,Jakob,0.5368,0.0061,0.6248,0.0150,0.6728,0.0107,0.0716,0.0635,-0.0417
,DIET-CP,DINOv3,Galaxy10,10000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-galaxy10,haodong,0.5450,0.0062,0.6058,0.0187,0.7994,0.0047,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-galaxy10,Jakob,0.6814,0.0063,0.7582,0.0144,0.7696,0.0155,0.1364,0.1525,-0.0298
,DIET-CP,DINOv3,Galaxy10,MAX (14188),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-galaxy10,haodong,0.5625,0.0137,0.6122,0.0098,0.8016,0.0130,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-galaxy10,Jakob,0.6927,0.0043,0.7702,0.0074,0.7813,0.0094,0.1302,0.1580,-0.0203
,DIET-CP,MAE,Galaxy10,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-galaxy10,haodong,0.2518,0.0125,0.3265,0.0047,0.7058,0.0028,https://wandb.ai/haodoz0118-brown-university/diet-cp-mae-galaxy10,Jakob,0.3959,0.0208,0.5106,0.0127,0.6340,0.0165,0.1441,0.1841,-0.0718
,DIET-CP,MAE,Galaxy10,MAX (14188),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-galaxy10,haodong,0.3415,0.0128,0.3587,0.0053,0.8133,0.0043,https://wandb.ai/haodoz0118-brown-university/diet-cp-mae-galaxy10,Jakob,0.5363,0.0070,0.6297,0.0064,0.7762,0.0042,0.1948,0.2710,-0.0371
,DIET-CP,CLIP,Galaxy10,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-galaxy10,haodong,0.3707,0.0123,0.3853,0.0331,0.6649,0.0057,https://wandb.ai/haodoz0118-brown-university/diet-cp-clip-galaxy10,Jakob,0.4519,0.0109,0.4994,0.0293,0.5345,0.0111,0.0811,0.1141,-0.1305
,DIET-CP,CLIP,Galaxy10,MAX (14188),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-galaxy10,haodong,0.4428,0.0176,0.4569,0.0217,0.8074,0.0075,https://wandb.ai/haodoz0118-brown-university/diet-cp-clip-galaxy10,Jakob,0.5639,0.0184,0.6401,0.0082,0.7316,0.0050,0.1211,0.1832,-0.0758
,DIET-CP,DINOv3,Food101,101,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-diet-dinov3-food101?nw=nwuserhaodoz0118,haodong,0.5525,0.0227,0.4754,0.0081,0.2965,0.0058,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-food101,Jakob,0.4419,0.0157,0.4259,0.0169,0.3727,0.0227,-0.1106,-0.0495,0.0761
,DIET-CP,DINOv3,Food101,500,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-diet-dinov3-food101?nw=nwuserhaodoz0118,haodong,0.7098,0.0093,0.7803,0.0069,0.6546,0.0016,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-food101,Jakob,0.6479,0.0044,0.7121,0.0053,0.7431,0.0036,-0.0619,-0.0682,0.0885
,DIET-CP,DINOv3,Food101,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-diet-dinov3-food101?nw=nwuserhaodoz0118,haodong,0.7734,0.0049,0.8379,0.0034,0.7359,0.0072,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-food101,Jakob,0.7091,0.0053,0.7834,0.0022,0.8205,0.0064,-0.0643,-0.0545,0.0846
,DIET-CP,DINOv3,Food101,10000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-diet-dinov3-food101?nw=nwuserhaodoz0118,haodong,0.8741,0.0013,0.9115,0.0029,0.8583,0.0027,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-food101,Jakob,0.8342,0.0024,0.8853,0.0007,0.9037,0.0022,-0.0399,-0.0262,0.0454
,DIET-CP,DINOv3,Food101,25000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-diet-dinov3-food101?nw=nwuserhaodoz0118,haodong,0.8935,0.0026,0.9276,0.0010,0.8833,0.0038,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-food101,Jakob,0.8744,0.0012,0.9112,0.0031,0.9277,0.0023,-0.0191,-0.0164,0.0444
,DIET-CP,DINOv3,Food101,MAX (75750),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-diet-dinov3-food101?nw=nwuserhaodoz0118,haodong,0.9124,0.0000,0.9381,0.0009,0.9033,0.0032,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-food101,Jakob,0.8863,0.0049,0.9142,0.0042,0.8980,0.0022,-0.0262,-0.0239,-0.0052
,DIET-CP,MAE,Food101,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-food101?nw=nwuserhaodoz0118,haodong,0.0318,0.0005,0.1574,0.0054,0.3904,0.0089,https://wandb.ai/haodoz0118-brown-university/diet-cp-mae-food101,Jakob,0.1808,0.0073,0.2868,0.0077,0.4167,0.0055,0.1491,0.1294,0.0264
,DIET-CP,MAE,Food101,MAX (75750),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-food101?nw=nwuserhaodoz0118,haodong,0.1034,0.0000,0.4305,0.0014,0.8719,0.0015,https://wandb.ai/haodoz0118-brown-university/diet-cp-mae-food101,Jakob,0.5965,0.0161,0.7464,0.0097,0.8659,0.0019,0.4931,0.3159,-0.0060
,DIET-CP,CLIP,Food101,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-food101?nw=nwuserhaodoz0118,haodong,0.6995,0.0083,0.7093,0.0064,0.4302,0.0034,https://wandb.ai/haodoz0118-brown-university/diet-cp-clip-food101,Jakob,0.6530,0.0015,0.6976,0.0052,0.7058,0.0120,-0.0465,-0.0117,0.2755
,DIET-CP,CLIP,Food101,MAX (75750),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-food101?nw=nwuserhaodoz0118,haodong,0.8683,0.0000,0.8933,0.0005,0.8496,0.0019,https://wandb.ai/haodoz0118-brown-university/diet-cp-clip-food101,Jakob,0.8181,0.0135,0.8559,0.0129,0.8606,0.0003,-0.0501,-0.0374,0.0110
,DIET-CP,DINOv3,FGVC_Aircraft,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-fgvc_aircraft,haodong,0.3487,0.0199,0.2711,0.0132,0.1388,0.0056,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-fgvc_aircraft,Jakob,0.2200,0.0063,0.2117,0.0105,0.1506,0.0069,-0.1288,-0.0594,0.0118
,DIET-CP,DINOv3,FGVC_Aircraft,500,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-fgvc_aircraft,haodong,0.4463,0.0040,0.5199,0.0069,0.4658,0.0214,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-fgvc_aircraft,Jakob,0.3052,0.0149,0.3938,0.0112,0.4929,0.0118,-0.1411,-0.1262,0.0271
,DIET-CP,DINOv3,FGVC_Aircraft,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-fgvc_aircraft,haodong,0.5152,0.0013,0.6079,0.0158,0.6085,0.0113,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-fgvc_aircraft,Jakob,0.3485,0.0070,0.4794,0.0036,0.6456,0.0063,-0.1667,-0.1285,0.0371
,DIET-CP,DINOv3,FGVC_Aircraft,MAX (3400),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-fgvc_aircraft,haodong,0.6239,0.0000,0.7258,0.0085,0.8005,0.0097,https://wandb.ai/haodoz0118-brown-university/diet-cp-dinov3-fgvc_aircraft,Jakob,0.4621,0.0061,0.6332,0.0066,0.8129,0.0065,-0.1618,-0.0926,0.0124
,DIET-CP,MAE,FGVC_Aircraft,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-fgvc_aircraft,haodong,0.0400,0.0024,0.0548,0.0020,0.3493,0.0180,https://wandb.ai/haodoz0118-brown-university/diet-cp-mae-fgvc_aircraft,Jakob,0.0690,0.0017,0.1004,0.0016,0.2684,0.0123,0.0290,0.0456,-0.0809
,DIET-CP,MAE,FGVC_Aircraft,MAX (3400),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-fgvc_aircraft,haodong,0.0511,0.0000,0.0820,0.0029,0.6742,0.0036,https://wandb.ai/haodoz0118-brown-university/diet-cp-mae-fgvc_aircraft,Jakob,0.0982,0.0025,0.1607,0.0060,0.5989,0.0119,0.0471,0.0787,-0.0753
,DIET-CP,CLIP,FGVC_Aircraft,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-fgvc_aircraft,haodong,0.2792,0.0018,0.3050,0.0027,0.3789,0.0024,https://wandb.ai/haodoz0118-brown-university/diet-cp-clip-fgvc_aircraft,Jakob,0.2513,0.0041,0.2945,0.0092,0.3724,0.0107,-0.0279,-0.0105,-0.0065
,DIET-CP,CLIP,FGVC_Aircraft,MAX (3400),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-fgvc_aircraft,haodong,0.3512,0.0000,0.4038,0.0050,0.6053,0.0018,https://wandb.ai/haodoz0118-brown-university/diet-cp-clip-fgvc_aircraft,Jakob,0.3107,0.0098,0.4202,0.0044,0.5623,0.0042,-0.0405,0.0164,-0.0430
,,,,,,,,,,,,,,,,,,,,,,,,
,SimCLR-CP,DINOv3,DermaMNIST,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-dermamnist?nw=nwuserhaodoz0118,haodong,0.1197,0.0046,0.2820,0.0209,0.3215,0.0246,,haodong,0.1359,0.0085,0.2828,0.0155,0.3306,0.0348,0.0162,0.0008,0.0091
,SimCLR-CP,DINOv3,DermaMNIST,500,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-dermamnist?nw=nwuserhaodoz0118,haodong,0.2052,0.0210,0.4053,0.0189,0.5441,0.0402,,haodong,0.2554,0.0110,0.4241,0.0375,0.5092,0.0383,0.0502,0.0188,-0.0348
,SimCLR-CP,DINOv3,DermaMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-dermamnist?nw=nwuserhaodoz0118,haodong,0.2604,0.0090,0.4693,0.0517,0.6263,0.0148,,haodong,0.3185,0.0043,0.4967,0.0314,0.5871,0.0209,0.0581,0.0274,-0.0392
,SimCLR-CP,DINOv3,DermaMNIST,MAX (7007),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-dermamnist?nw=nwuserhaodoz0118,haodong,0.4542,0.0000,0.6332,0.0099,0.8596,0.0122,,haodong,0.5203,0.0073,0.6377,0.0051,0.8468,0.0076,0.0661,0.0045,-0.0128
,SimCLR-CP,MAE,DermaMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-dermamnist?nw=nwuserhaodoz0118,haodong,0.2170,0.0015,0.3221,0.0280,0.5498,0.0217,,haodong,0.2991,0.0205,0.3698,0.0538,0.5429,0.0259,0.0821,0.0477,-0.0069
,SimCLR-CP,MAE,DermaMNIST,MAX (7007),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-dermamnist?nw=nwuserhaodoz0118,haodong,0.2668,0.0000,0.3248,0.0076,0.8340,0.0123,,haodong,0.3968,0.0107,0.4122,0.0147,0.8034,0.0037,0.1300,0.0873,-0.0306
,SimCLR-CP,CLIP,DermaMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-dermamnist,haodong,0.2708,0.0150,0.3858,0.0343,0.5453,0.0198,,haodong,0.3036,0.0073,0.3961,0.0276,0.5433,0.0291,0.0328,0.0103,-0.0021
,SimCLR-CP,CLIP,DermaMNIST,MAX (7007),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-dermamnist,haodong,0.4226,0.0000,0.4660,0.0113,0.7890,0.0102,,haodong,0.4245,0.0194,0.5329,0.0062,0.8061,0.0130,0.0019,0.0669,0.0171
,SimCLR-CP,DINOv3,BreastMNIST,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-breastmnist,haodong,0.5667,0.0646,0.7060,0.0503,0.8076,0.0074,,haodong,0.7899,0.0259,0.7597,0.0345,0.7952,0.0300,0.2232,0.0537,-0.0124
,SimCLR-CP,DINOv3,BreastMNIST,500,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-breastmnist,haodong,0.7919,0.0077,0.7677,0.0438,0.8974,0.0086,,haodong,0.8697,0.0093,0.8337,0.0166,0.8834,0.0164,0.0778,0.0659,-0.0141
,SimCLR-CP,DINOv3,BreastMNIST,MAX(546),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-breastmnist,haodong,0.8051,0.0000,0.7801,0.0312,0.8940,0.0196,,haodong,0.8657,0.0106,0.8499,0.0266,0.9102,0.0076,0.0605,0.0698,0.0162
,SimCLR-CP,MAE,BreastMNIST,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-breastmnist,haodong,0.5441,0.0325,0.6302,0.1017,0.7776,0.0343,,haodong,0.6886,0.0569,0.7033,0.0240,0.7769,0.0265,0.1445,0.0731,-0.0006
,SimCLR-CP,MAE,BreastMNIST,MAX(546),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-breastmnist,haodong,0.7310,0.0000,0.6741,0.0565,0.8802,0.0167,,haodong,0.7805,0.0161,0.7750,0.0352,0.9047,0.0049,0.0496,0.1009,0.0246
,SimCLR-CP,CLIP,BreastMNIST,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-breastmnist,haodong,0.4296,0.0128,0.6676,0.0393,0.7061,0.0511,,haodong,0.7954,0.0188,0.7365,0.0382,0.7694,0.0098,0.3657,0.0689,0.0633
,SimCLR-CP,CLIP,BreastMNIST,MAX(546),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-breastmnist,haodong,0.6083,0.0000,0.6750,0.0476,0.8665,0.0121,,haodong,0.8053,0.0056,0.8412,0.0069,0.8812,0.0235,0.1971,0.1661,0.0147
,SimCLR-CP,DINOv3,OCTMNIST,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-octmnist,haodong,0.3050,0.0085,0.4850,0.0653,0.7688,0.0632,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,OCTMNIST,500,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-octmnist,haodong,0.3858,0.0392,0.6612,0.0409,0.8398,0.0275,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,OCTMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-octmnist,haodong,0.4329,0.0396,0.7221,0.0287,0.8772,0.0228,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,OCTMNIST,10000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-octmnist,haodong,0.5907,0.0167,0.7297,0.0170,0.8904,0.0049,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,OCTMNIST,25000,VIT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-octmnist,haodong,0.6411,0.0082,0.7402,0.0175,0.9033,0.0042,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,OCTMNIST,MAX (97477),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-octmnist,haodong,0.6862,0.0000,0.7679,0.0072,0.9200,0.0125,,haodong,,,,,,,,,
,SimCLR-CP,MAE,OCTMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-octmnist,haodong,0.2545,0.0067,0.4639,0.0160,0.8806,0.0025,,haodong,,,,,,,,,
,SimCLR-CP,MAE,OCTMNIST,MAX (97477),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-octmnist,haodong,0.2953,0.0000,0.4948,0.0018,0.9183,0.0063,,haodong,,,,,,,,,
,SimCLR-CP,CLIP,OCTMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-octmnist,haodong,0.2818,0.0148,0.5313,0.0287,0.8512,0.0070,,haodong,,,,,,,,,
,SimCLR-CP,CLIP,OCTMNIST,MAX (97477),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-octmnist,haodong,0.4061,0.0000,0.5955,0.0109,0.9132,0.0102,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,OrganAMNIST,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-organamnist,haodong,0.4847,0.0148,0.5369,0.0134,0.6611,0.0250,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,OrganAMNIST,500,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-organamnist,haodong,0.7393,0.0110,0.6872,0.0247,0.7919,0.0155,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,OrganAMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-organamnist,haodong,0.7776,0.0022,0.7112,0.0119,0.8575,0.0061,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,OrganAMNIST,10000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-organamnist,haodong,0.8586,0.0021,0.8180,0.0064,0.9080,0.0038,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,OrganAMNIST,25000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-organamnist,haodong,0.8754,0.0025,0.8310,0.0011,0.9232,0.0072,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,OrganAMNIST,MAX (34561),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-organamnist,haodong,0.8779,0.0000,0.8325,0.0026,0.9416,0.0041,,haodong,,,,,,,,,
,SimCLR-CP,MAE,OrganAMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-organamnist,haodong,0.7270,0.0126,0.5888,0.0182,0.8305,0.0057,,haodong,,,,,,,,,
,SimCLR-CP,MAE,OrganAMNIST,MAX (34561),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-organamnist,haodong,0.8229,0.0000,0.6069,0.0093,0.9034,0.0038,,haodong,,,,,,,,,
,SimCLR-CP,CLIP,OrganAMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-organamnist,haodong,0.6818,0.0010,0.5531,0.0353,0.8187,0.0055,,haodong,,,,,,,,,
,SimCLR-CP,CLIP,OrganAMNIST,MAX (34561),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-organamnist,haodong,0.7975,0.0000,0.6371,0.0052,0.8878,0.0039,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,PathMNIST,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-pathmnist,haodong,0.6509,0.0697,0.7634,0.0359,0.8757,0.0232,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,PathMNIST,500,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-pathmnist,haodong,0.7928,0.0148,0.8557,0.0054,0.9304,0.0110,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,PathMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-pathmnist,haodong,0.8154,0.0050,0.8648,0.0116,0.9334,0.0061,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,PathMNIST,10000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-pathmnist,haodong,0.8702,0.0006,0.8940,0.0026,0.9502,0.0101,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,PathMNIST,25000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-pathmnist,haodong,0.8757,0.0004,0.8950,0.0020,0.9510,0.0042,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,PathMNIST,MAX (89996),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-pathmnist,haodong,0.8840,0.0000,0.9036,0.0007,0.9488,0.0085,,haodong,,,,,,,,,
,SimCLR-CP,MAE,PathMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-pathmnist,haodong,0.7183,0.0102,0.8440,0.0134,0.9277,0.0067,,haodong,,,,,,,,,
,SimCLR-CP,MAE,PathMNIST,MAX (89996),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-pathmnist,haodong,0.8374,0.0000,0.8865,0.0027,0.9415,0.0026,,haodong,,,,,,,,,
,SimCLR-CP,CLIP,PathMNIST,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-pathmnist,haodong,0.6999,0.0147,0.8151,0.0119,0.9255,0.0092,,haodong,,,,,,,,,
,SimCLR-CP,CLIP,PathMNIST,MAX (89996),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-pathmnist,haodong,0.8002,0.0000,0.8841,0.0019,0.9379,0.0030,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,Galaxy10,100,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-galaxy10,haodong,0.3428,0.0348,0.3579,0.0339,0.5525,0.0290,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,Galaxy10,500,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-galaxy10,haodong,0.4434,0.0140,0.5107,0.0102,0.6738,0.0163,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,Galaxy10,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-galaxy10,haodong,0.4652,0.0125,0.5612,0.0107,0.7145,0.0129,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,Galaxy10,10000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-galaxy10,haodong,0.5450,0.0062,0.6058,0.0187,0.7994,0.0047,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,Galaxy10,MAX (14188),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-dinov3-galaxy10,haodong,0.5625,0.0137,0.6122,0.0098,0.8016,0.0130,,haodong,,,,,,,,,
,SimCLR-CP,MAE,Galaxy10,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-galaxy10,haodong,0.2518,0.0125,0.3265,0.0047,0.7058,0.0028,,haodong,,,,,,,,,
,SimCLR-CP,MAE,Galaxy10,MAX (14188),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-galaxy10,haodong,0.3415,0.0128,0.3587,0.0053,0.8133,0.0043,,haodong,,,,,,,,,
,SimCLR-CP,CLIP,Galaxy10,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-galaxy10,haodong,0.3707,0.0123,0.3853,0.0331,0.6649,0.0057,,haodong,,,,,,,,,
,SimCLR-CP,CLIP,Galaxy10,MAX (14188),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-galaxy10,haodong,0.4428,0.0176,0.4569,0.0217,0.8074,0.0075,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,Food101,101,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-diet-dinov3-food101?nw=nwuserhaodoz0118,haodong,0.5525,0.0227,0.4754,0.0081,0.2965,0.0058,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,Food101,500,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-diet-dinov3-food101?nw=nwuserhaodoz0118,haodong,0.7098,0.0093,0.7803,0.0069,0.6546,0.0016,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,Food101,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-diet-dinov3-food101?nw=nwuserhaodoz0118,haodong,0.7734,0.0049,0.8379,0.0034,0.7359,0.0072,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,Food101,10000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-diet-dinov3-food101?nw=nwuserhaodoz0118,haodong,0.8741,0.0013,0.9115,0.0029,0.8583,0.0027,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,Food101,25000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-diet-dinov3-food101?nw=nwuserhaodoz0118,haodong,0.8935,0.0026,0.9276,0.0010,0.8833,0.0038,,haodong,,,,,,,,,
,SimCLR-CP,DINOv3,Food101,MAX (75750),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-diet-dinov3-food101?nw=nwuserhaodoz0118,haodong,0.9124,0.0000,0.9381,0.0009,0.9033,0.0032,,haodong,,,,,,,,,
,SimCLR-CP,MAE,Food101,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-food101?nw=nwuserhaodoz0118,haodong,0.0318,0.0005,0.1574,0.0054,0.3904,0.0089,,haodong,,,,,,,,,
,SimCLR-CP,MAE,Food101,MAX (75750),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-mae-food101?nw=nwuserhaodoz0118,haodong,0.1034,0.0000,0.4305,0.0014,0.8719,0.0015,,haodong,,,,,,,,,
,SimCLR-CP,CLIP,Food101,1000,ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-food101?nw=nwuserhaodoz0118,haodong,0.6995,0.0083,0.7093,0.0064,0.4302,0.0034,,haodong,,,,,,,,,
,SimCLR-CP,CLIP,Food101,MAX (75750),ViT-B,https://wandb.ai/haodoz0118-brown-university/pre-cp-clip-food101?nw=nwuserhaodoz0118,haodong,0.8683,0.0000,0.8933,0.0005,0.8496,0.0019,,haodong,,,,,,,,,
